"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"315","25-1192.00","Home Economics Teachers, Postsecondary",4.12,4.38,3.38,3.12,4,0,0,0,4.25,3.62,4.38,0.75,1.12,3,2.88,4,2.62,0,0.88,2.5,3.12,0.5,1.62,4.5,0,2.5,3,3.25,4.5,3.12,3.12,0.5,3.38,0.5,4.25,"Level"
"316","25-1193.00","Recreation and Fitness Studies Teachers, Postsecondary",4,4,3.38,3.25,4,0,0,0,4.12,3.75,4.12,0.88,0.88,2.88,2.5,4,2.88,0.12,0.75,2.88,3,0.12,0.62,4.38,0,2.88,3.12,3.75,4.12,3,3.12,0.62,3.38,0.5,4.38,"Level"
"317","25-1194.00","Vocational Education Teachers, Postsecondary",3.75,3.88,3.25,3,3.88,0.5,1.5,0,4.25,3,4.25,0.88,1.5,2.5,2,4,2.62,1.25,2,2.62,3.12,0,2,4,0.5,0.75,3,3.25,4.12,2.38,2.62,0.75,2.88,1,3.88,"Level"
"318","25-2011.00","Preschool Teachers, Except Special Education",3,3.25,3.12,3.5,3.25,0,0.62,0,2.75,3.12,3.88,0.12,1.38,2.62,1.75,3.62,2.62,0.12,1.12,1.62,2.75,0,1.75,3.38,0,1.25,3.25,3.5,3.25,2,2.38,0.62,3.25,0.62,3,"Level"
"319","25-2012.00","Kindergarten Teachers, Except Special Education",3.38,3.75,2.88,3.25,3.5,0,0.25,0,3.12,3.38,3.75,0.5,1,2.88,2.12,3.5,3.12,0.25,1.38,0.5,3,0.12,1.5,3.5,0,0.38,3.12,3.5,3.38,2.62,2.62,1.25,3,1,3.38,"Level"
"320","25-2021.00","Elementary School Teachers, Except Special Education",3.5,3.75,3.25,3.62,3.88,0,0.62,0,3.5,3.62,4.38,0.5,1.25,3,2.62,4.12,2.62,0.38,1.25,1.75,2.88,0.75,1.38,4,0,1.62,3.5,3.88,3.62,3.12,3.25,1,3.25,0.38,3.88,"Level"
"321","25-2022.00","Middle School Teachers, Except Special and Career/Technical Education",3.62,4,3,3.5,3.5,0,0,0,4,3.38,3.88,0.25,1,2.75,2.75,3.62,3.38,0.25,1.38,0.5,3.25,0.5,1.62,4.12,0,0.62,3.25,3.62,3.88,2.75,3,0.88,3.5,1,3.88,"Level"
"322","25-2023.00","Career/Technical Education Teachers, Middle School",3.38,3.75,3,3.12,3.62,1,1.25,0,3.88,3,4.12,1.5,2,2.75,2.25,3.75,2.75,1.88,1.88,3.12,2.75,0.88,2.25,4,1.12,1.75,3,3.5,3.88,2.75,3,0.88,3.12,1.5,3.5,"Level"
"323","25-2031.00","Secondary School Teachers, Except Special and Career/Technical Education",3.62,3.88,3.25,3.5,3.62,0,0.62,0,3.75,3.75,4.38,0.62,1.75,3.12,2.88,3.88,3,0.38,1,1.88,3,0.75,1.75,4,0.38,1.75,3.5,3.75,4,2.88,3.38,1,3.5,0,3.88,"Level"
"324","25-2032.00","Career/Technical Education Teachers, Secondary School",3.62,3.88,3.12,3.75,3.75,0.25,0.62,0.25,4,3.25,3.88,1.25,2.38,3.12,3,3.75,3.5,1.62,2.25,0.5,3.75,0.62,1.75,4,0.25,0.88,3.25,3.75,3.88,2.88,3.25,1.38,3.38,1.62,3.75,"Level"
"325","25-2052.00","Special Education Teachers, Kindergarten and Elementary School",3.75,3.88,3.25,3.38,3.62,0,0,0,3.75,3.5,4,0,0.75,2.62,2.38,3.62,3.38,0.12,0.88,1,3.25,0.88,0.38,3.88,0,1,3.62,4.25,3.88,3,2.88,1,3.5,0,3.88,"Level"
"326","25-2053.00","Special Education Teachers, Middle School",3.5,3.75,2.88,3.62,3.75,0,0,0,3.62,3.38,3.88,0.38,0.88,2.88,2.5,3.62,3.25,0,1,0.38,3.38,0.5,0.5,3.88,0,0.62,3.25,3.75,3.75,2.88,3.12,1,3.75,0,3.62,"Level"
"327","25-2054.00","Special Education Teachers, Secondary School",3.75,3.75,3.25,3.38,3.88,0,0.5,0,3.62,3.5,4.88,0.62,1.88,2.38,2.88,4,2.75,0.38,1.25,2.5,3,0.62,1.38,4.12,0,1.38,3.62,4,3.88,2.38,2.75,1,3.12,0.12,3.75,"Level"
"328","25-2059.01","Adapted Physical Education Specialists",3.62,4.12,3.12,3.5,3.62,0,0.25,0.25,3.5,3.5,3.88,0.75,1.5,3,2.12,3.75,3,0.75,2.12,1.5,3.5,0.5,1.75,4,0.25,0.62,3.5,4.25,3.88,3,3.25,1.25,3.25,1.25,3.75,"Level"
"329","25-3011.00","Adult Basic and Secondary Education and Literacy Teachers and Instructors",3.38,3.5,2.88,3.5,3.5,0,0,0,3.88,3.12,3.88,0.25,0.88,3,2.75,3.75,3,0,1.5,0.25,3.25,0.5,0.25,4.12,0,0.88,3.25,3.5,3.62,2.75,2.88,1,3.5,0,3.88,"Level"
"330","25-3021.00","Self-Enrichment Education Teachers",3.12,3.12,2.75,2.88,3.25,0,0.12,0,3.25,3,3.5,0.5,0.62,2.5,1.25,3.38,2.38,1,1.62,2.25,2.75,0.62,1.38,3.62,0,0.88,2.88,3,3.5,2.12,2.12,0.75,2.62,0.75,3.38,"Level"
"331","25-3099.02","Tutors",3.5,3.88,3.25,3.25,3.62,0,0,0,3.75,3.38,3.88,0,0.75,2.5,2.38,3.62,2.88,0,0.75,1.12,3.25,0.75,0.25,3.62,0,1.25,3.38,3.38,3.62,2.75,2.75,0.38,3.5,0,3.62,"Level"
"332","25-4011.00","Archivists",3.12,3.88,3.25,3.12,3.75,0,0,0,3.12,3.12,3.12,1.88,2.38,3.12,1.88,3.12,2.62,0,1.12,1.88,2.75,1.25,0.88,4,0,1.25,3,3,3.75,3,2.5,0.5,3,0.25,3.88,"Level"
"333","25-4012.00","Curators",4.12,4.38,3.5,3.75,4.25,0,0.25,0.62,3.38,3.88,3.5,3.75,3.75,3.75,3.25,4.12,3.5,0.62,1.5,2.25,3.62,1.25,2.38,4.5,0,1.25,3,3.5,4.38,3.5,3.62,1.12,3.88,0.12,4.5,"Level"
"334","25-4013.00","Museum Technicians and Conservators",3,3.5,3.12,3,3.25,0.25,0.25,0.75,2.88,3.12,2.62,1.38,1.75,2.38,2.38,3.38,2.5,1.62,2.25,0.5,2.5,0.5,2.5,3.62,0.38,2.5,2.88,3,3.25,2.62,2.75,1.62,3,1.25,3.75,"Level"
"335","25-4021.00","Librarians",3.38,3.75,3.25,3.38,3.75,0.25,0,0,3.62,3.25,3.12,1.88,2.38,2.88,2.38,3.62,3.25,0,1.38,2.62,3.12,0.62,0.25,4,0.25,1,3.62,3.5,3.75,3,3,0.5,3.25,0,3.75,"Level"
"336","25-4031.00","Library Technicians",2.75,3,2.12,3,3.12,1.12,0.12,0.25,2.88,2.62,2.75,1,1.5,2.62,2.12,2.88,2,1.12,1.38,1.5,2.38,1,0.88,3.62,0.12,0.38,3.38,2.75,2.88,2.38,1.88,0.25,2.75,1.25,3,"Level"
"337","25-9011.00","Audio-Visual and Multimedia Collections Specialists",3.5,3.5,3,3.25,3.88,2.88,3,2.5,3.38,3.12,3.25,2.5,2.88,3.12,1.88,3.5,2.12,2.75,2.62,1.25,2.25,1.25,2.88,3.88,2.88,0.25,3,2.88,3.5,2.75,2.75,2,3.38,3.25,3.75,"Level"
"338","25-9021.00","Farm and Home Management Advisors",4.5,4.12,3.88,4,4.12,0,0.12,0,3.88,3.88,4.25,2.88,2.38,3.12,3.62,4,3.62,2.62,2.25,2.75,3.75,1.5,1.12,4.5,0,2.88,3.88,4,4.12,3.75,3.75,1.62,3.5,0.12,4.12,"Level"
"339","25-9031.00","Instructional Coordinators",4,4.12,3.62,3.88,4,0,0,0,4,3.88,4.5,1.75,2.5,3.62,2.88,4.12,3.62,0,2.25,1.25,3.62,0.62,1.88,4.5,0,0.5,3.62,3.75,4.25,3.5,3.62,0.88,4,1.12,4.25,"Level"
"340","25-9031.01","Instructional Designers and Technologists",4.12,4,3.75,3.62,4.12,0,1.38,0.88,4.12,3.75,4.25,1.75,2,3.25,2.5,4,3.5,0,0.88,1.62,3.5,1.62,1.38,4.25,0,0.38,3.5,3.5,4,3.75,3.75,2.38,3.75,1,4.25,"Level"
"341","25-9041.00","Teacher Assistants",2.88,3.25,2.62,3,3.12,0.25,0.62,0,3.12,2.25,3.62,0.25,0.5,1.75,2,3.12,2.38,0.75,1.5,1.25,2.75,0.5,1.38,3.12,0,0.75,3,3.12,3.12,2,1.88,1.12,2.5,0.88,3,"Level"
"342","27-1011.00","Art Directors",3.75,4,3.62,4.12,4,0.88,1.25,0,3.62,3.75,3.25,3.38,2.88,3.5,2.88,3.75,3.5,0.12,1.38,3.25,3.62,0.88,2.38,3.88,1,0.38,3.25,3.12,4,3,3.5,1,3.88,1.25,4,"Level"
"343","27-1012.00","Craft Artists",2.5,2.75,2.75,2.38,3.25,2,2.38,0.25,0.25,2.5,2.12,2,2.12,1.75,2.25,2.5,2,2.38,2.25,2.5,2.62,0.25,2.62,2.62,1.88,0.25,2.88,3,2.75,1.62,1.88,1.25,2.25,2.12,2.62,"Level"
"344","27-1013.00","Fine Artists, Including Painters, Sculptors, and Illustrators",3.25,3.25,2.88,2.5,3.5,0,1.75,0.5,0.5,3,2.38,2.5,1.88,1.75,1,2.75,2.12,2.25,2.38,2.75,2.38,0.5,2.62,3.25,0,0,2.75,2.88,3,2.25,2.5,2.12,2.62,1.5,2.62,"Level"
"345","27-1014.00","Multimedia Artists and Animators",3.38,3.88,3.25,3.75,3.62,0,1.25,0,3,3,2.88,1.88,1.88,2.75,2.5,3.25,3,1.75,2,1.38,3,1.38,1.12,3.88,0,0,2.88,2.88,3.5,2.88,2.88,1.62,3.25,0,3.25,"Level"
"346","27-1021.00","Commercial and Industrial Designers",4.25,4,3.88,3.62,4.12,0,1.75,0.38,3.25,3.75,3,1.62,2.12,2.88,3.62,3.75,2.5,1.25,2.38,4.25,3.62,1.25,3.12,4.38,0,2.75,2.38,3.38,4.25,3.62,3.75,3.62,3.38,1.25,4,"Level"
"347","27-1022.00","Fashion Designers",3.38,3.88,3.38,3.75,3.62,0,0.62,0,3.12,3.62,3.12,2.75,2.62,3.12,2.25,3.75,3.38,0,1.88,3.38,3.5,0.62,2,3.75,0,0.25,3.25,3.75,3.62,3,3.5,0.62,3.88,1,3.5,"Level"
"348","27-1023.00","Floral Designers",2.88,3.12,2.62,2.88,3.38,0,0.62,0,2.25,2.75,2.12,1.75,2.25,2.25,2.12,2.88,2.5,0.38,0.38,2.75,2.88,0.38,1.38,3,0,0.25,3,3,3.38,1.88,1.5,0.5,2.88,0,2.75,"Level"
"349","27-1024.00","Graphic Designers",3.12,3.38,3.25,3.12,3.5,0,0.25,0,2.88,2.88,2.62,1.5,1.12,2.5,2.12,3.25,2.88,0,1.5,3.38,2.75,0.5,0.75,3.62,0,0.62,2.62,3,3.25,2.5,2.5,1.88,3.25,0,3.25,"Level"
"350","27-1025.00","Interior Designers",3.12,3.75,3.38,3.75,3.75,0,0.38,0,2.88,3.38,2.75,2.62,2.62,3,3,3,3.5,1.25,2,3.12,3.5,0.5,1.38,3.62,0,0.62,3.5,3.38,3.88,2.75,2.88,1.25,3.38,0.88,3.75,"Level"
"351","27-1026.00","Merchandise Displayers and Window Trimmers",3,3.12,2.88,3.12,3.38,0,0.5,0.12,2.38,3,2,0.75,1.5,2.38,1.38,2.88,2.25,1,1,2,3,0.5,1.75,3.12,0,0.25,2.88,2.88,3.25,2.38,2.38,0.75,2.88,0.75,2.88,"Level"
"352","27-1027.00","Set and Exhibit Designers",3.25,3.62,3.5,3.88,3.75,1.25,1.88,0.5,3,3.25,2.88,3.12,3,3.5,3.5,3.62,3,1.75,2.25,3.88,3.38,0.88,2.88,4,1.25,0.75,3.25,3.25,3.5,3,3,1.75,3.62,2,3.25,"Level"
"353","27-2011.00","Actors",3.12,3.88,2.75,3.38,3.38,0.25,0,0,2.75,3,2.75,0,0,2.5,0,3.38,2.5,0,0.12,1.75,3,0,0,4.12,0,1,2.38,3.62,3.62,1.62,1.62,0.25,3,0,3.62,"Level"
"354","27-2012.01","Producers",4,4.25,3.75,4.75,4,0,0,0,2.88,4,2.88,4,3.25,4,2.88,4.5,3.88,0.75,1.38,2.62,4.12,0.88,2.38,4.25,0,0.12,2.75,3.75,4.12,3.25,3.38,0.88,4.38,0.38,4.25,"Level"
"355","27-2012.02","Directors- Stage, Motion Pictures, Television, and Radio",3.25,4,3.12,3.88,3.62,0,0,0,3.5,3.5,3,1.38,2.38,3.62,1.88,3.62,3.5,0.25,1.5,0,3.5,0.5,2,3.88,0,0,2.62,3.38,4,3,3,1,3.62,1.38,3.38,"Level"
"356","27-2012.03","Program Directors",3.88,4,3.75,4,4,0,0.25,0,3.5,3.88,3.25,3,3.12,3.88,2.38,3.75,3.38,2,2.25,3.12,3.25,0.38,1.25,4,0,0.62,3.12,3.88,4,3.5,3.62,0.62,3.88,0.5,4,"Level"
"357","27-2012.04","Talent Directors",3.25,3.75,3.25,3.5,3.62,0,0,0,3.12,3.25,2.62,1.62,1.12,3.12,1.75,3.75,3.88,0,1.25,2.12,3.5,0.75,1.25,4,0,1,3.12,3.5,3.88,2.75,2.5,0.38,3.25,0.62,3.5,"Level"
"358","27-2012.05","Technical Directors/Managers",3.38,4.12,3.5,4.38,4,1.88,2.62,0,3.88,3.75,3.5,1.5,2.25,3.88,2,4.62,2.88,2.88,3.25,2,3.38,1.25,3,3.88,1.5,0.12,3,3.75,4,3.62,3.38,1.5,3.88,2,3.62,"Level"
"359","27-2021.00","Athletes and Sports Competitors",2.75,3.12,2.62,3.62,3,0.25,0.25,0,2.62,3,2.62,0,0.25,2.38,0.88,3.25,2.25,0.25,1.5,2,2.38,0,1,2.88,0,1.25,2.5,3,3,2.12,2,0.62,2.75,0.62,2.75,"Level"
"360","27-2022.00","Coaches and Scouts",3.88,4,3.88,4,4.12,0,1.62,0,4.75,4.12,4,2.5,2.88,4.62,2.25,4.88,4,1.75,2,2.75,4,0,2.62,3.88,0,1.75,3.5,4.12,4.12,3.62,4.25,1.5,4,1.12,3.75,"Level"
"361","27-2023.00","Umpires, Referees, and Other Sports Officials",3.12,3,2.88,3,3.62,0,0.38,0,2.62,3,2.88,0,0.12,2.25,2.25,3.12,2.75,0,1.25,0.75,2.38,0,1.25,3.25,0,0.88,2.5,2.62,3.12,2.12,2.38,0.62,2.75,0.5,2.62,"Level"
"362","27-2031.00","Dancers",3,3.25,2.38,3.88,2.5,0,0,0,3.25,2.38,3.5,0,0,2.38,1,3.25,2,0,0,1,2.75,0,0.12,3,0,0,2.75,3,3.25,2.25,1.88,0.62,2.5,0,2.62,"Level"
"363","27-2032.00","Choreographers",3,3.62,2.88,3.75,3.38,0,0.12,0,4,2.88,3.25,0.88,1,3.62,0.62,3.38,3,0,0.5,2.88,2.88,0,0.25,3.25,0,0.62,3,3.62,3.62,2.5,2.5,0.88,3.38,0,3.12,"Level"
"364","27-2041.01","Music Directors",3.38,3.5,3.62,3.88,3.75,0,0.25,0,4.12,3.62,3.5,2,1.25,3.62,1.38,4.25,3.25,0,1.88,2.38,3.5,0,1.62,3.38,0,1,3.38,3.62,3.75,3.38,3.5,1.62,3.75,0,3.12,"Level"
"365","27-2041.04","Music Composers and Arrangers",2.75,3.62,3.12,3.38,3.25,0,0.25,0,2.5,3,2.38,0.62,0.75,2.38,1.62,2.88,2.25,0,0,2.75,2.38,0.75,0.25,3.5,0,0.62,2.62,2.75,3.38,2.25,2.38,0.62,3,0,3.75,"Level"
"366","27-2042.01","Singers",2.88,3,2.38,2.88,2.88,0,0,0,2.62,2.62,2.38,1.25,1.5,2.12,0,2.75,2,1.62,1.75,1.5,2.62,0,0.75,2.75,0.38,0.25,2.25,3.25,2.88,1.88,2,0.88,2.25,0,2.62,"Level"
"367","27-2042.02","Musicians, Instrumental",2.88,3.25,2.88,3.62,3.25,0,0.25,0,2.75,3,2.5,0,0,1.88,0.88,2.75,2.62,0,1,1.5,2.62,0,1.12,2.75,0,0,2.75,3.12,3,2.38,2.12,0.38,3,0.75,2.75,"Level"
"368","27-3011.00","Radio and Television Announcers",3.12,4.12,3.12,3.75,3.88,0,0,0,2,3.38,2.38,0.12,0.75,1.75,0.88,3.38,3.12,1.5,1.5,1,3,0.12,1,3.88,0,0.12,3,3.62,4.5,1.5,1.75,0.12,3.38,0,3.88,"Level"
"369","27-3012.00","Public Address System and Other Announcers",3.12,3.38,2.75,3.25,3.12,0.75,0.5,0,2.25,2.88,1.5,0.62,1.12,1.88,1.75,3.12,2.5,1.62,2,1.12,2.62,0.12,1.25,3.62,0.75,0,2.88,3.25,3.62,1.88,1.75,0.38,2.88,0.88,3,"Level"
"370","27-3021.00","Broadcast News Analysts",3.62,4.25,3,3.62,4.38,0,0.12,0.12,2.88,3.25,2.88,0.88,1.12,3.12,1.88,3.62,2.88,1.62,2.12,1.5,3.5,1.12,0.25,4.5,0,0.5,3,4,4.75,2.88,2.62,0.75,3.12,0.12,4.38,"Level"
"371","27-3022.00","Reporters and Correspondents",3.75,4,3.38,3.5,4.12,0,0.12,0,2,3.62,2,0.38,0.5,2.5,0.75,3.12,3,0.75,0.62,1.88,3.12,0.38,1.25,4.12,0,0,2.5,4,4.5,2,1.12,0.25,3.38,0.25,4.75,"Level"
"372","27-3031.00","Public Relations Specialists",3.62,4,3.38,4,4,0,0,0,3,4,3,1.38,1.5,3,1.88,3.25,3.38,0,0.75,2.75,3.62,0.5,0.5,4,0,0.25,3.25,4.12,4.12,3.25,3.25,1.38,4,0,3.88,"Level"
"373","27-3041.00","Editors",3.88,4,3.38,3.75,4,0,0,0,3.38,3.5,3.38,1.5,1.25,3.62,2.75,3.88,3.75,0.38,1.5,2.25,3.62,1.38,3.5,5,0,0.12,2.62,3.62,4.12,2.62,2.62,0.88,4,0,4.88,"Level"
"374","27-3042.00","Technical Writers",3.62,3.88,3,3,3.88,0,0,0,2.75,3,2.25,0.38,0.62,2.12,0.62,3,2.38,0,0.5,2.5,2.88,0.38,1.88,4.88,0,0.25,1.88,2.75,3.75,2.12,1.25,0.38,3,0.12,5,"Level"
"375","27-3043.04","Copy Writers",3.12,3.62,3,3.12,3.62,0,0,0,2.75,3.12,2.62,0.88,0.88,2.75,1.88,3.12,2.88,1.38,1.75,2.12,3.38,0.62,0.5,4.12,0,1.12,2.75,3.12,3.5,2.38,2.38,0.75,3.12,0,4.12,"Level"
"376","27-3043.05","Poets, Lyricists and Creative Writers",4,4.25,3.62,3,3.75,0,0.62,0,2.75,3.5,3,2.12,1.5,1.38,0.5,3.75,3.12,0.25,1.25,1.88,3.62,0.88,0.88,4.88,0,0.75,2.38,3.62,3.88,2.12,2.5,0.62,3,0,6.12,"Level"
"377","27-3091.00","Interpreters and Translators",3.12,4.25,3,3,3.75,0,0,0,3,3,3.25,0,0,2.5,1.38,3.5,2,0,1.12,0.75,2.25,0.25,1.38,4.25,0,0.25,3.12,3.5,4,2,2.12,1,3,0,4.12,"Level"
"378","27-4011.00","Audio and Video Equipment Technicians",3.12,3.25,3,3.12,3.5,1.88,2.25,2.38,3.25,2.88,2.88,0.88,1.75,2.5,2.12,3.38,2.62,2.88,3.25,1.12,2.62,1.25,2.88,3.62,2,0.25,2.88,2.88,3.25,2.88,2.88,1.62,3,2.75,3.38,"Level"
"379","27-4012.00","Broadcast Technicians",3.12,3.5,3.12,3.25,3.38,2.88,3.12,2.25,3.12,3.38,2.88,0.75,1,2.62,2.75,3.75,1.38,2.88,3.62,1.88,2.12,1.5,3.38,3.62,2.88,1,2.12,2.88,3.38,3,3,2.12,3,3,3,"Level"
"380","27-4013.00","Radio Operators",2.75,3.62,2.88,3.12,3.25,1.38,0.5,0.25,3,2.88,2.62,0,0,2.25,0.88,3.38,2.38,1.25,2.75,1.25,2.25,0.75,2.25,3.5,1.62,1.25,2.88,2.88,3.5,2,1.88,1.12,2.88,2.12,3.38,"Level"
"381","27-4014.00","Sound Engineering Technicians",3.25,3.12,3.12,3.25,3.5,2.62,2.62,0.75,3,3,2.75,1.5,1.5,2.62,2,3.5,3,3.12,3.12,0.5,3,1.38,3,3.75,2.5,0.25,3,3,3.38,3.12,3.12,2,3,2.88,3.25,"Level"
"382","27-4021.00","Photographers",3,3.88,3,3,3,0.38,1.5,0.25,3,3,2.75,0.62,0.75,3,1.25,3,2.88,2.12,2.12,2.88,2.88,0.75,2,3.12,0,1.62,3,3.12,3.25,2,2,1.5,3,1.62,3,"Level"
"383","27-4031.00","Camera Operators, Television, Video, and Motion Picture",3.25,3.25,3.12,3.62,3.5,1,2.62,0.25,2.5,3.25,2.62,0.75,2.12,2.62,2,3,2,3.25,3,2.25,2.75,0.5,3.12,3.12,1,0.5,2.5,3.12,3.12,2,2.12,1.75,3.25,1.88,3,"Level"
"384","27-4032.00","Film and Video Editors",3.12,3.62,3.12,3.25,3.25,0,0.75,0.38,2.75,3.12,2.75,1,1,2.38,1.75,3.12,2.62,0.75,2,2,2.88,1,2.25,3.5,0,0,2.62,2.62,3.12,2.62,2.62,1.75,3.25,1.38,3.12,"Level"
"385","29-1011.00","Chiropractors",3.88,4.12,3.62,3.38,4.12,0,0,0,3.12,3.62,3.12,1.5,1.75,2.88,2.5,3.38,2.5,1.75,1.62,2.25,3.25,0.5,1.88,4.5,0,3.75,3.75,3.88,3.88,3.12,3.25,0.75,3.25,0.62,3.88,"Level"
"386","29-1021.00","Dentists, General",4.5,4,4.12,4,4.38,0.88,2.12,0.38,3.88,4.12,3.75,3,3,3.75,3,4,3.12,2.88,2.62,2.38,3.88,0.75,2.75,5,0.62,3.75,3.75,3.75,4,3,3,2.12,4,1.5,4,"Level"
"387","29-1022.00","Oral and Maxillofacial Surgeons",4.5,4,4.38,3.5,4.75,1.38,1.88,0,3.5,4.12,3.38,1.5,1.5,3.12,2.75,3.88,2.75,3,2.38,3.38,3.25,0.5,2.62,5.25,1.25,3.88,3.88,3.88,4.12,3.25,3.5,1.88,3.25,1.5,3.88,"Level"
"388","29-1023.00","Orthodontists",3.88,3.88,3.62,3.62,4,0,1.25,0.12,3.75,3.75,3.38,1.5,1.88,3.25,2.38,3.75,3.25,2.25,2.75,3.88,3.25,0.25,2.12,4.12,0,3.62,3.38,3.75,4,3,2.88,1.75,4,1.12,4,"Level"
"389","29-1024.00","Prosthodontists",3.25,3.88,3.75,3.12,4,1.12,1.38,0.38,3.25,3.38,3.12,2,2,3.25,2.5,3.5,2.88,2.38,2.5,3.62,3,0.62,3,3.88,1,3.12,3.5,3.75,3.88,2.5,2.5,2.12,3.38,2.25,3.38,"Level"
"390","29-1031.00","Dietitians and Nutritionists",4,4,4,3.88,4,0,0,0,4,4,3.88,3.62,3.25,3.75,2.88,4.12,3.88,0,2.12,3.5,4,1.25,3.12,4.88,0,3.62,4,4.38,4.12,3.75,3.75,1.12,3.75,1.38,4.25,"Level"
"391","29-1041.00","Optometrists",3.88,4.38,3.62,3.25,4.38,0,0.5,0,3,3.88,3.25,2,2.25,2.88,3.12,3.5,2.75,2.62,1.75,2.25,3.38,0.62,3,4.75,0,4.12,3.62,3.75,4.12,3,3.12,1,3,2,3.62,"Level"
"392","29-1051.00","Pharmacists",3.88,4.25,3.5,3.62,4.38,0,0.25,0,3.88,3.75,3.5,2,2.75,3.5,3.38,4.25,3,0.12,1.88,2.88,3.12,0.75,2.5,4.88,0,3.75,3.75,3.75,4.12,3,3.38,0.75,3.62,1.12,4,"Level"
"393","29-1061.00","Anesthesiologists",4.12,4.25,4,3.75,4.38,0,0.5,0,3.75,4.25,3.38,2.25,2.25,3.5,3.38,4.38,2.88,3.12,3.62,2.75,3.38,0.12,2.62,4.88,0,3.88,3.75,3.75,4,3.25,3.25,1,4,2.25,4,"Level"
"394","29-1062.00","Family and General Practitioners",4,4.75,4.12,4,4.38,0,0.62,0,3.88,4.62,3.38,1.5,1.62,3.62,2.75,4,3,0,2,2.88,3.5,0,2,4.75,0,4.25,3.75,4.25,4.25,3.25,3.38,0.38,3.88,0.62,4.25,"Level"
"395","29-1063.00","Internists, General",4.38,4.25,4.12,3.38,4.62,0,0.88,0,3.5,4.25,3.62,1.25,1.25,3.25,2.88,3.88,3,0.5,1.75,3.75,3.5,0.88,2.38,5,0,4.38,3.62,4.12,4.25,3.38,3.5,0.75,3.38,0.75,4.38,"Level"
"396","29-1064.00","Obstetricians and Gynecologists",4.12,4.75,4,3.62,4.5,0,0.5,0,3.88,4.38,3.75,1.75,2,3.5,2.88,4,3.12,0.75,2,3.5,3.25,0.25,1,5.25,0,4.5,3.62,4,4,3.12,3,0.38,3.88,0.25,4.12,"Level"
"397","29-1065.00","Pediatricians, General",4.12,4.25,3.75,3.38,4.38,0,0.25,0,3.88,4.25,3.12,0.75,1.38,3,2.5,4,2.88,0,1.38,3.5,3.25,0.25,1,5,0,4.38,3.88,4,4,3.25,3.62,0.62,3.88,0.62,4,"Level"
"398","29-1066.00","Psychiatrists",4.38,5,4.25,3.88,4.62,0,0,0,4,4.25,4,1,0.75,3,2.38,4.12,3.88,0.38,0.75,3.5,4,0.62,0.62,5,0,4.12,4.12,5.38,4.38,3.38,3.62,0.62,3.5,0,4.38,"Level"
"399","29-1067.00","Surgeons",5,4.88,4.75,4.12,4.88,0,1.5,0,4.75,4.88,4,1.88,2.25,3.62,3.25,4.62,2.75,2.5,2.75,3.12,3.62,1.12,2.62,5.88,0,4.38,3.88,4.62,4.25,3.38,3.5,1.5,3.88,1.5,4.5,"Level"
"400","29-1069.01","Allergists and Immunologists",4.62,4.38,4.38,3.75,4.25,0,0.5,0,3.88,4.5,3.62,1.75,2.12,3.12,3,4.25,3,0,2.25,0.75,3.5,0.88,1.62,4.62,0,3.75,3.75,4.12,4.12,3,3.5,1.12,3.75,1.12,4.12,"Level"
"401","29-1069.02","Dermatologists",4.12,4.25,3.62,3.88,4.25,0,0.5,0,4.12,4,3.38,1.5,1.25,3,2.88,3.75,3,0.75,1.38,1.75,3.75,0.75,2.38,4.88,0,3.62,3.75,4,4.25,3.25,3.25,0.75,3.25,1.12,4.25,"Level"
"402","29-1069.03","Hospitalists",4.5,4.5,4.12,4,4.5,0,0.38,0,4.38,4.12,4,1.12,1.38,3.38,3.25,4.25,3.12,0.5,1,2,3.5,0.62,1.88,5.12,0,3.38,4.12,4.62,4.38,3.5,3.75,0.88,3.62,0.25,4.25,"Level"
"403","29-1069.04","Neurologists",4.62,4.5,4.62,3.75,4.88,0,0.62,0,4.62,4.5,4.25,1.75,2,3.38,3.25,4.62,2.88,0.5,2,1.88,3.75,0.88,2.25,5.5,0,4.12,3.62,4.62,4.38,3.38,3.62,1,3.88,1.38,4.38,"Level"
"404","29-1069.05","Nuclear Medicine Physicians",4.62,4.38,4.25,4,4.88,0,0.62,0,4.62,4.12,4,1.5,1.88,3.12,3.62,4.38,2.88,1.88,2.62,2.25,3.5,0.88,2.88,5.38,0,4.25,3.88,4.5,4.5,3.38,3.62,0.75,3.75,1.25,4.38,"Level"
"405","29-1069.06","Ophthalmologists",4.38,4.5,4.25,4,4.88,0,1.12,0,4.75,4,3.88,1.75,2,3.38,3.5,4.25,2.88,2.25,2.38,2,3.62,0.88,2.5,5.5,0,4.12,3.88,4.25,4.38,3.25,3.5,1.12,4,1.38,4.25,"Level"
