,Id2,Id,Url,Category,Description,Green Occupational Category
310,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251124.htm,25,Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
311,25-1125.00,"History Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251125.htm,25,Teach courses in human history and historiography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,
312,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251126.htm,25,"Teach courses in philosophy, religion, and theology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
313,25-1191.00,Graduate Teaching Assistants,http://www.bls.gov/soc/2010/soc251191.htm,25,"Assist faculty or other instructional staff in postsecondary institutions by performing teaching or teaching-related duties, such as teaching lower level courses, developing teaching materials, preparing and giving examinations, and grading examinations or papers. Graduate teaching assistants must be enrolled in a graduate school program. Graduate assistants who primarily perform non-teaching duties, such as research, should be reported in the occupational category related to the work performed.",
314,25-1192.00,"Home Economics Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251192.htm,25,"Teach courses in childcare, family relations, finance, nutrition, and related subjects pertaining to home management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
315,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251193.htm,25,"Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",
316,25-1194.00,"Vocational Education Teachers, Postsecondary",http://www.bls.gov/soc/2010/soc251194.htm,25,"Teach or instruct vocational or occupational subjects at the postsecondary level (but at less than the baccalaureate) to students who have graduated or left high school. Includes correspondence school, industrial, and commercial instructors; and adult education teachers and instructors who prepare persons to operate industrial machinery and equipment and transportation and communications equipment. Teaching may take place in public or private schools whose primary business is education or in a school associated with an organization whose primary business is other than education.",
317,25-2011.00,"Preschool Teachers, Except Special Education",http://www.bls.gov/soc/2010/soc252011.htm,25,"Instruct preschool-aged children in activities designed to promote social, physical, and intellectual growth needed for primary school in preschool, day care center, or other child development facility. May be required to hold State certification.",
318,25-2012.00,"Kindergarten Teachers, Except Special Education",http://www.bls.gov/soc/2010/soc252012.htm,25,"Teach elemental natural and social science, personal hygiene, music, art, and literature to kindergarten students. Promote physical, mental, and social development. May be required to hold State certification.",
319,25-2021.00,"Elementary School Teachers, Except Special Education",http://www.bls.gov/soc/2010/soc252021.htm,25,"Teach students basic academic, social, and other formative skills in public or private schools at the elementary level.",
320,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",http://www.bls.gov/soc/2010/soc252022.htm,25,"Teach students in one or more subjects in public or private schools at the middle, intermediate, or junior high level, which falls between elementary and senior high school as defined by applicable laws and regulations.",
321,25-2023.00,"Career/Technical Education Teachers, Middle School",http://www.bls.gov/soc/2010/soc252023.htm,25,"Teach occupational, career and technical, or vocational subjects in public or private schools at the middle, intermediate, or junior high level, which falls between elementary and senior high school as defined by applicable laws and regulations.",
322,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",http://www.bls.gov/soc/2010/soc252031.htm,25,"Teach students in one or more subjects, such as English, mathematics, or social studies at the secondary level in public or private schools. May be designated according to subject matter specialty.",
323,25-2032.00,"Career/Technical Education Teachers, Secondary School",http://www.bls.gov/soc/2010/soc252032.htm,25,"Teach occupational, career and technical, or vocational subjects at the secondary school level in public or private schools.",
324,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",http://www.bls.gov/soc/2010/soc252052.htm,25,Teach elementary school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.,
325,25-2053.00,"Special Education Teachers, Middle School",http://www.bls.gov/soc/2010/soc252053.htm,25,Teach middle school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.,
326,25-2054.00,"Special Education Teachers, Secondary School",http://www.bls.gov/soc/2010/soc252054.htm,25,Teach secondary school subjects to educationally and physically handicapped students. Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.,
