"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"331","25-3099.02","Tutors",3.62,4.12,3.5,3.12,3.62,1,1,1,4.25,3.25,4.12,1,1.25,2.62,2.62,3.5,3,1,1.5,1.62,3,1.38,1.12,3.88,1,1.62,3.38,3.62,3.88,2.5,2.38,1.25,3.25,1,3.38,"Importance"
"332","25-4011.00","Archivists",3.25,3.75,3.12,3,3.25,1,1,1,2.88,3.38,2.75,2,2.25,2.88,2,3,2.62,1,1.62,2.12,2.75,1.88,1.5,3.88,1,1.75,3,3,3.12,2.88,2.38,1.5,3.12,1.25,3.75,"Importance"
"333","25-4012.00","Curators",3.38,3.88,3.5,3.25,3.62,1,1.12,1.38,3.12,3.5,2.88,3,3.12,3.12,2.75,3.25,3,1.38,1.88,2.12,3,2,2.38,4,1,1.62,2.88,3.12,4.12,3.25,3.12,1.62,3.5,1.12,3.88,"Importance"
"334","25-4013.00","Museum Technicians and Conservators",3.12,3.75,3.25,3.12,3.25,1.12,1.12,1.5,3,3.12,2.62,1.75,2,2.38,2.12,3.25,2.75,2.12,2.5,1.38,2.75,1.38,2.75,3.5,1.25,2.25,2.88,3,3.5,2.5,2.5,2,3,1.88,3.38,"Importance"
"335","25-4021.00","Librarians",3.25,3.88,3.12,3.38,3.5,1.12,1,1,3.38,3.25,3,2.12,2.38,2.88,2.25,3.62,2.75,1,1.75,2.62,3,1.38,1.12,4,1.12,1.75,3.38,3.38,3.75,2.62,2.75,1.5,3.38,1,3.75,"Importance"
"336","25-4031.00","Library Technicians",2.75,3.12,2.38,2.88,3,1.75,1.12,1.12,2.62,2.88,2.62,1.5,1.75,2.62,2.12,2.62,2.25,1.62,1.88,1.75,2.38,1.62,1.38,3.25,1.12,1.25,3.12,3,3.25,2.25,2.12,1.12,2.88,1.75,2.75,"Importance"
"337","25-9011.00","Audio-Visual and Multimedia Collections Specialists",3.12,3.62,3.25,3.25,3.62,3.25,2.88,2.75,3.12,3.5,3.12,2.12,2.75,2.88,2.38,3.12,2.38,2.88,3.12,1.62,2.25,1.62,2.88,3.12,2.62,1.12,2.88,2.88,3.38,3,2.75,2.12,3.38,3.38,3.25,"Importance"
"338","25-9021.00","Farm and Home Management Advisors",3.88,4.5,3.88,3.88,3.75,1,1.12,1,3.88,3.88,3.88,2.75,2.5,3,2.88,3.38,3,2.75,2.5,2.38,3.12,1.75,1.88,4,1,2.75,3.88,3.75,4.12,3.62,3.62,2,3.62,1.12,3.88,"Importance"
"339","25-9031.00","Instructional Coordinators",4,4,3.75,3.88,3.75,1,1,1,3.88,3.62,4.12,2.12,2.5,3.5,2.75,4,3.5,1,2.38,1.75,3.38,1.38,2.38,4.38,1,1.38,3.62,3.75,4.25,3.25,3.25,1.62,3.75,1.88,4.12,"Importance"
"340","25-9031.01","Instructional Designers and Technologists",3.62,3.75,3.62,3.38,3.88,1,1.75,1.5,4,3.75,4,1.88,2.25,3.12,2.62,3.75,3,1,1.62,2,3.12,2.25,1.88,4.38,1,1.12,3.5,3.5,3.75,3.5,3.5,2.75,3.62,1.5,4,"Importance"
"341","25-9041.00","Teacher Assistants",3,3.62,2.88,3.12,3.25,1.25,1.38,1,3.25,3,3.12,1.25,1.38,2.5,2,3.12,2.62,1.38,1.88,1.75,2.88,1.5,2.12,3.12,1,1.62,3.25,3.38,3.62,2.25,2,1.75,2.88,1.75,3,"Importance"
"342","27-1011.00","Art Directors",3.38,4,3.75,3.62,3.75,1.75,1.75,1,3,3.88,3,3,2.62,3.38,2.38,3.25,3,1.12,1.88,3,3.38,1.62,2.5,3.75,1.75,1.38,3,3.38,4,3,2.88,1.75,3.88,1.88,3.25,"Importance"
"343","27-1012.00","Craft Artists",2.88,3.12,3.25,2.75,3.25,2.25,2.5,1.12,1.12,2.88,2.38,2.38,2.62,2,2.38,3,2.5,2.5,2.75,2.5,3,1.25,2.62,3,2.25,1.12,3.12,3.25,3,2.12,2.12,1.75,2.88,2.5,2.62,"Importance"
"344","27-1013.00","Fine Artists, Including Painters, Sculptors, and Illustrators",3.38,3.25,3,2.62,3.25,1,2,1.25,1.38,3.25,2.25,2.5,2.5,2.12,1.5,2.88,2.38,2.25,2.38,2.88,2.75,1.5,2.38,2.75,1,1,2.5,3,2.88,2.12,2.25,2.12,2.88,2,2.5,"Importance"
"345","27-1014.00","Multimedia Artists and Animators",3.25,3.88,3.25,3.38,3.5,1,1.75,1,2.88,3.38,2.75,2.12,2.12,2.62,2.38,3.25,2.88,2.25,2.12,2,3,2.12,1.62,3.75,1,1,2.75,3,3.38,2.75,2.62,2.12,3.5,1,3.25,"Importance"
"346","27-1021.00","Commercial and Industrial Designers",3.12,3.88,3.62,3,3.88,1,1.75,1.25,2.88,3.38,2.5,2,2,2.88,2.75,3.12,2.62,1.5,2.38,3.38,2.88,1.62,2.75,3.75,1,2.5,2.5,3.12,3.75,3,2.88,3,3.12,1.5,3.12,"Importance"
"347","27-1022.00","Fashion Designers",3.88,4,3.75,3.88,4,1,1.62,1,3.5,3.88,3.12,2.88,2.75,3.75,2.25,3.62,3.62,1,2.25,3.38,3.62,1.38,2.5,3.75,1,1.12,3.62,3.88,3.88,3.25,3.12,1.75,3.75,1.62,3.5,"Importance"
"348","27-1023.00","Floral Designers",3,4,2.75,2.88,3.25,1,1.62,1,2.25,3.12,2.25,2,2.75,2.12,2.25,3,2.38,1.38,1.25,3,2.88,1.38,2,2.88,1,1.25,3.38,3.38,3.88,2,2,1.5,3.25,1,2.5,"Importance"
"349","27-1024.00","Graphic Designers",3.12,3.38,3,3.12,3.25,1,1.12,1,2.75,3.12,2.5,1.88,1.75,2.5,2.12,3,2.75,1,2,3.38,2.75,1.38,1.5,3.25,1,1.38,2.75,3,3.38,2.5,2.38,2.25,3,1,3.38,"Importance"
"350","27-1025.00","Interior Designers",2.88,4.12,3.38,3.5,3.5,1,1.12,1,2.75,3.25,2.62,2.62,2.75,3.12,2.75,3.25,3.25,1.88,2.25,3.38,3.5,1.38,1.88,3.75,1,1.38,3.62,3.62,3.88,2.62,2.38,1.75,3.25,1.62,3.5,"Importance"
"351","27-1026.00","Merchandise Displayers and Window Trimmers",2.88,3.5,2.88,3,3.25,1,1.38,1.12,2.25,3.12,2.38,1.62,2,2.25,2,2.75,2.38,1.75,1.75,2.38,2.88,1.5,2.12,3,1,1.25,2.88,3,3.25,2.38,2.25,1.75,3,1.62,2.88,"Importance"
"352","27-1027.00","Set and Exhibit Designers",3.12,3.88,3.25,3.75,3.88,1.62,2,1.5,3,3.38,2.88,3,3,3,3.12,3.25,2.88,1.88,2.38,3.62,3,1.62,2.75,3.88,1.62,1.62,3,3.25,3.5,3,2.88,2,3.62,2,3.12,"Importance"
"353","27-2011.00","Actors",3,3.88,2.88,3.25,3.38,1.12,1,1,2.62,3.25,2.75,1,1,2.5,1,3.38,2.5,1,1.12,2,2.75,1,1,3.88,1,1.62,2.25,3.88,4.12,1.75,1.75,1.12,3.12,1,3,"Importance"
"354","27-2012.01","Producers",3.12,3.75,3.5,3.88,3.88,1,1,1,2.75,3.62,2.75,3,2.88,3.5,2.5,4,3.25,1.38,1.88,2.38,3.12,1.62,2.38,3.75,1,1.12,2.62,3.5,4,3.12,2.75,1.62,3.75,1.25,3.88,"Importance"
"355","27-2012.02","Directors- Stage, Motion Pictures, Television, and Radio",3.38,4.12,3.25,3.75,3.75,1,1,1,3.25,3.5,2.75,1.88,2.25,3.38,2.12,3.62,3.12,1.12,2,1,3.25,1.38,2.5,3.88,1,1,2.75,3.38,4,2.88,2.88,1.62,3.75,1.88,3.38,"Importance"
"356","27-2012.03","Program Directors",4,4,3.88,4,4.25,1,1.12,1,3.12,4.12,3.12,2.75,3,4,2,3.62,3.62,2.12,2.12,3,3.38,1.38,2,4.12,1,1.62,3.38,3.88,4.12,3.25,3.12,1.5,4,1.38,3.88,"Importance"
"357","27-2012.04","Talent Directors",3.38,4,3.5,3.5,3.75,1,1,1,3,3.62,2.88,1.88,1.62,3.25,2.12,3.75,3.5,1,1.75,2.38,3.38,1.62,1.88,4,1,1.62,2.88,3.88,4,2.62,2.38,1.25,3.75,1.62,3.38,"Importance"
"358","27-2012.05","Technical Directors/Managers",3.38,3.88,3.5,4,3.75,2.12,2.12,1,3.25,3.5,3.25,1.88,2.62,3.5,2.12,4,3,2.88,3,2,3.5,1.88,3,3.88,1.88,1.12,3.12,3.5,4,3.38,3.25,1.75,3.62,2.12,3.5,"Importance"
"359","27-2021.00","Athletes and Sports Competitors",2.88,3.88,2.88,3.5,3.5,1.25,1.12,1,2.75,3.25,2.5,1,1.12,2.62,1.62,3.38,2.75,1.12,2.12,2.12,2.88,1,1.75,2.75,1,1.75,2.62,3.38,3.62,2.25,2.5,1.5,2.88,1.5,2.5,"Importance"
"360","27-2022.00","Coaches and Scouts",3.75,4,4,4,4,1,2,1,4.62,4.12,4.12,2.12,2.75,4.25,2.12,4.25,3.75,1.88,2,2.62,3.88,1,2.5,3.75,1,1.88,3.75,4,4.5,3.75,3.88,1.88,4,1.62,3.5,"Importance"
"361","27-2023.00","Umpires, Referees, and Other Sports Officials",3.12,3.12,2.88,3.12,3.5,1,1.38,1,2.75,3.25,3,1,1.12,2.38,2.62,3.12,3,1,1.88,1.62,2.62,1,1.88,3,1,1.75,2.75,3.12,3.5,2.25,2.5,1.62,3.12,1.38,2.75,"Importance"
"362","27-2031.00","Dancers",3.12,3.5,2.75,3.38,3,1,1,1,3.12,2.88,3.12,1,1,2.75,1.62,3,2.38,1,1,1.5,2.62,1,1.12,2.88,1,1,3.12,3,3.12,2.25,2.12,1.38,3,1,2.5,"Importance"
"363","27-2032.00","Choreographers",3.38,4.12,3.12,4,3.62,1,1.12,1,4,3.62,3.38,1.62,1.62,3.5,1.5,3.88,3.25,1,1.5,2.75,3.12,1,1.12,3.62,1,1.38,3.25,3.75,4.12,2.5,2.62,1.75,3.88,1,3,"Importance"
"364","27-2041.01","Music Directors",3.38,3.62,3.5,3.62,3.62,1,1.12,1,4.25,3.88,3.38,2,1.75,3.38,1.75,3.5,3.12,1,2.25,2.38,3.25,1,1.88,2.88,1,1.5,3.25,3.62,3.5,3.25,3.5,1.75,3.25,1,3.12,"Importance"
"365","27-2041.04","Music Composers and Arrangers",3,3.5,3.12,3.38,3.5,1,1.12,1,2.38,3.38,2.38,1.5,1.5,2.5,1.88,3.12,2.5,1,1,2.88,2.62,1.62,1.12,3.62,1,1.38,2.75,2.88,3.38,2.5,2.38,1.62,3.38,1,3.62,"Importance"
"366","27-2042.01","Singers",2.75,3.12,2.38,3.12,3,1,1,1,2.5,3,2.62,1.88,1.88,2.38,1,3,2.25,2,2.12,1.88,2.62,1,1.38,2.75,1.25,1.12,2.62,3.12,3.12,2.12,2,1.62,2.75,1,2.5,"Importance"
"367","27-2042.02","Musicians, Instrumental",2.62,3.5,2.5,3.38,2.88,1,1.12,1,2.25,2.62,2.38,1,1,2.25,1.62,2.88,2.5,1,1.62,1.75,2.75,1,1.62,2.75,1,1,2.62,3.25,3.12,2.38,2.25,1.25,2.88,1.5,2.62,"Importance"
"368","27-3011.00","Radio and Television Announcers",3.12,4.12,3.12,3.25,3.75,1,1,1,2.25,3.25,2.12,1.12,1.38,2,1.5,3,2.75,1.88,1.88,1.62,2.88,1.12,1.5,3.75,1,1.12,2.75,3.5,4.75,1.88,1.75,1.12,3.5,1,3.38,"Importance"
"369","27-3012.00","Public Address System and Other Announcers",2.88,3.62,2.88,3.25,3.12,1.75,1.38,1,2.12,2.75,1.75,1.38,1.62,2,1.88,3.12,2.62,1.75,2.12,1.62,2.62,1.12,1.75,3.38,1.5,1,3.25,3.25,4.5,2,1.88,1.25,2.88,1.62,2.5,"Importance"
"370","27-3021.00","Broadcast News Analysts",3.62,4.12,3.5,3.5,4,1,1.12,1.12,2.88,3.38,2.75,1.5,1.62,3,2.25,3.62,3,2,2.25,2,3.12,1.88,1.12,3.88,1,1.38,2.88,4,4.25,2.62,2.62,1.5,3.5,1.12,3.75,"Importance"
"371","27-3022.00","Reporters and Correspondents",3.5,4.25,3.25,3,3.75,1,1.12,1,2,3.12,2.12,1.38,1.38,2.5,1.5,3.25,3,1.62,1.5,2.25,3.12,1.38,1.88,4.25,1,1,2.38,3.62,4,2,2,1.25,3.38,1.12,4.12,"Importance"
"372","27-3031.00","Public Relations Specialists",3.25,4.12,3.5,4,3.88,1,1,1,3,3.5,2.62,2,2.12,2.75,2.12,3.12,3.38,1,1.75,2.62,3.62,1.38,1.25,3.88,1,1.38,3.25,4,4.12,3.12,3.12,2,4,1,4,"Importance"
"373","27-3041.00","Editors",3.12,3.62,3.12,3.12,3.62,1,1,1,3,3.38,2.62,1.88,1.88,3,2.38,3.25,3,1.25,2,2.5,3,2,3.62,4.62,1,1.12,2.5,3,3.5,2.62,2.38,1.62,3.38,1,4.25,"Importance"
"374","27-3042.00","Technical Writers",3.25,3.75,2.75,3,3.62,1,1,1,2.5,3.12,2.5,1.38,1.62,2.12,1.62,3,2.62,1,1.5,2.5,2.88,1.38,2.25,4.12,1,1.25,2.12,2.75,3.75,2.38,1.88,1.38,3.12,1.12,4.88,"Importance"
"375","27-3043.04","Copy Writers",3,3.88,3.25,3.12,3.5,1,1,1,2.75,3.25,2.62,1.62,1.62,2.62,2.12,3,2.88,1.88,2.12,2.12,3.12,1.38,1.25,4.25,1,1.62,2.88,3.12,3.62,2.5,2.38,1.5,3.12,1,4.25,"Importance"
"376","27-3043.05","Poets, Lyricists and Creative Writers",3.62,3.62,3.5,2.88,3.75,1,1.38,1,2.5,3.62,2.88,2.25,2.12,1.88,1.38,3.12,2.62,1.25,1.75,2.25,2.88,1.88,1.75,4.12,1,1.62,2.5,3.38,3.5,2.25,2.25,1.38,3.25,1,4.88,"Importance"
"377","27-3091.00","Interpreters and Translators",3.25,4.12,3,3.12,3.62,1,1,1,3.12,3.12,3.12,1,1,2.88,1.75,3.5,2.25,1,2,1.62,2.88,1.25,1.88,4,1,1.25,3.12,3.12,4.12,2.38,2.25,1.75,3,1,3.75,"Importance"
"378","27-4011.00","Audio and Video Equipment Technicians",2.88,3.38,3.12,3.12,3.5,2.25,2.62,2.5,3,3.12,2.62,1.5,2,2.62,2.12,3.5,2.62,3,3.5,1.62,2.62,1.75,3,3.5,2.25,1.12,3,3,3.25,2.75,2.88,2.12,3,2.88,3.38,"Importance"
"379","27-4012.00","Broadcast Technicians",3.12,3.5,3.25,2.88,3.62,2.88,2.75,2.12,2.5,3.25,2.75,1.62,2,2.5,2.62,3.5,1.88,2.88,3.5,1.88,2.25,1.88,2.88,3.25,2.5,1.75,2.38,2.88,3.38,2.88,2.62,2,3.12,3,3.25,"Importance"
"380","27-4013.00","Radio Operators",2.75,4,3,3.12,3.25,1.88,1.25,1.12,2.5,3.12,2.62,1,1,2.5,1.62,3.38,2.12,2.12,3,1.75,2.38,1.5,2.38,3.5,1.88,2,2.88,3,4.12,2.38,2,1.62,3.25,2.25,3.38,"Importance"
"381","27-4014.00","Sound Engineering Technicians",3.12,3.62,3.25,3.12,3.5,2.62,2.5,1.5,2.88,3.12,2.62,1.88,2,2.75,2.12,3.38,2.88,3.12,3.25,1.25,2.88,2,2.88,3.5,2.62,1.12,2.88,3,3.62,2.88,2.75,2.38,3.12,2.75,3.25,"Importance"
"382","27-4021.00","Photographers",3,3.75,3,3,3,1.25,2,1.25,3,3,2.75,1.5,1.62,2.88,2,3,2.5,2.25,2.25,2.88,2.88,1.62,2.25,3,1,1.88,3.12,3.12,3.5,2.12,2,2,3,2.12,2.88,"Importance"
"383","27-4031.00","Camera Operators, Television, Video, and Motion Picture",2.88,3.5,3,3.38,3.25,1.75,2.5,1.12,2.25,3.12,2.5,1.5,2.12,2.5,2.12,3,2,3.25,3,2.12,2.5,1.38,3,3,1.62,1.38,2.62,2.88,3.38,2.25,2.38,2.12,3.12,2.38,2.5,"Importance"
"384","27-4032.00","Film and Video Editors",3.12,3.62,3.12,3,3.5,1,1.38,1.12,2.62,3.25,2.62,1.62,1.62,2.5,2,3,2.62,1.38,2.38,2.12,2.75,1.75,2.62,3.5,1,1,2.75,2.88,3.38,2.62,2.5,2.12,3.38,1.88,3.12,"Importance"
"385","29-1011.00","Chiropractors",3.38,4,3.62,3.12,3.88,1,1,1,2.88,3.5,2.88,1.88,1.88,2.88,2.38,3.12,2.62,1.88,1.88,2.12,3,1.5,2,3.88,1,3.38,3.5,3.75,3.88,3.12,3.12,1.75,3.25,1.38,3.75,"Importance"
"386","29-1021.00","Dentists, General",3.88,4,4,3.75,4.12,1.5,2.38,1.25,3.25,4.12,3.12,3,3,3.5,2.75,4,3.12,2.88,2.75,2.38,3.75,1.62,2.75,4,1.38,3.75,3.88,3.88,4,2.88,2.75,2,3.88,2,3.25,"Importance"
"387","29-1022.00","Oral and Maxillofacial Surgeons",3.88,3.88,4.12,3.62,4,1.88,2.12,1,2.88,4.12,2.88,2,2,2.75,2.62,3.88,2.62,2.88,2.75,3.12,2.75,1.5,2.75,4,1.88,3.5,3.25,3.75,3.88,3.25,3,2,3.38,1.88,3.5,"Importance"
"388","29-1023.00","Orthodontists",3.75,4,3.88,3.75,4,1,2,1.12,3.12,3.88,3,1.88,2.12,3.12,2.25,3.75,3,2.25,2.5,3.25,3.12,1.25,2.12,3.75,1,3.62,3.12,3.88,4,3.12,2.88,2,3.75,2,3.38,"Importance"
"389","29-1024.00","Prosthodontists",3,4,3.75,3.25,3.88,1.75,2,1.38,3.25,3.38,2.88,2,2.25,3.25,2.12,3.5,2.75,2.25,2.5,3,2.88,1.62,2.5,3.5,1.75,3,3.25,3.88,4,2.75,2.5,2.12,3.25,2.38,3.38,"Importance"
"390","29-1031.00","Dietitians and Nutritionists",3.38,4,3.62,3.88,4,1,1,1,3.88,3.75,3.88,2.88,2.88,3.12,2.75,4,3.25,1,2,3.12,3.38,2,2.88,4.12,1,3.12,3.62,3.88,4,3.25,3,2,3.12,1.75,3.88,"Importance"
"391","29-1041.00","Optometrists",3.38,4,3.38,3.25,4,1,1.38,1,3,3.38,2.75,2.12,2.25,2.88,3,3.12,2.75,2.25,2,2.12,3.12,1.62,2.5,3.62,1,3.75,3.38,3.5,3.88,2.88,3,1.88,3,2,3.62,"Importance"
"392","29-1051.00","Pharmacists",3.62,4,3.5,3.38,3.88,1,1.25,1,3.88,3.75,3,2.25,2.75,3.5,3.38,3.88,3,1.12,2.12,2.75,3,1.62,2.5,4.12,1,3.75,3.88,3.5,3.88,3.12,2.88,1.75,3.62,1.88,3.88,"Importance"
"393","29-1061.00","Anesthesiologists",3.62,4.12,4,3.12,4.5,1,1.38,1,3.12,4.12,3.25,2.25,2.12,3,3,4.12,2.88,2.75,3.62,2.62,3,1.12,2.75,4,1,4,3.25,3.75,3.88,3.12,3.25,1.62,3.75,2.12,4,"Importance"
"394","29-1062.00","Family and General Practitioners",3.75,4.25,4,3.25,4.38,1,1.38,1,3.12,4.25,3.12,1.75,1.88,3,2.5,3.88,3,1,2.12,2.5,3,1,2,4.12,1,4,3.88,3.88,4,3,2.88,1.25,3.62,1.5,4.12,"Importance"
"395","29-1063.00","Internists, General",3.88,4,4.12,3.12,4.12,1,1.5,1,3.12,4.12,3.12,1.75,1.75,2.88,2.62,3.62,2.75,1.38,1.88,2.88,3.12,1.62,2.5,4,1,4.38,3.62,3.88,4.12,3.25,3.38,1.62,3,1.62,4,"Importance"
"396","29-1064.00","Obstetricians and Gynecologists",4,4.12,4,3.5,4.38,1,1.25,1,3,4,3.38,1.88,2.25,3.12,2.5,3.88,3,1.5,2.12,2.75,3,1.25,1.62,4.12,1,4,3.75,3.75,4.12,3,3,1.38,3.5,1.25,4,"Importance"
"397","29-1065.00","Pediatricians, General",3.88,4.25,3.75,3.25,4.25,1,1.25,1,3.25,4.12,3.25,1.5,1.75,3,2.25,3.88,2.75,1,1.88,3,3.12,1.25,1.75,4,1,4,3.62,4,4.12,3.12,3.12,1.5,3.25,1.62,3.88,"Importance"
"398","29-1066.00","Psychiatrists",4,4.62,3.88,3.88,4.25,1,1,1,3.5,4.12,3.75,1.62,1.62,2.75,2.5,4,3.25,1.25,1.62,3.25,3.5,1.5,1.38,4.12,1,3.88,3.88,4.5,4.25,3.25,3.25,1.5,3.25,1,4.12,"Importance"
"399","29-1067.00","Surgeons",3.88,4.12,4.12,3.62,4.12,1,1.88,1,3.25,4.12,3.38,2,2.25,3,2.88,3.88,2.62,2.25,2.5,2.62,2.88,1.62,2.38,4,1,3.75,3.62,3.75,4,3,3.12,1.75,3.25,1.75,3.62,"Importance"
"400","29-1069.01","Allergists and Immunologists",4,4.38,4,3.38,4.25,1,1.25,1,3.62,4.25,3.5,1.88,2,2.88,2.88,4.25,2.88,1,2.25,1.38,3.25,1.38,1.88,4.5,1,3.62,3.5,3.75,4.38,3.25,3.38,1.5,3.62,1.75,4.12,"Importance"
"401","29-1069.02","Dermatologists",3.62,4,3.12,3.25,4,1,1.25,1,3.12,3.5,2.88,1.88,1.75,2.88,2.38,3.38,2.75,1.38,1.75,2,3.25,1.62,2.38,3.88,1,3.5,3.75,3.5,3.62,2.88,2.88,1.62,3.12,1.75,3.38,"Importance"
"402","29-1069.03","Hospitalists",4,4.12,4,3.75,4.12,1,1.25,1,3.12,3.88,3.12,1.75,1.75,3,3,3.88,2.88,1.38,1.88,2,3.12,1.62,2.12,4,1,3.38,4.12,4.25,4,3.38,3.12,1.75,3.12,1.12,3.75,"Importance"
"403","29-1069.04","Neurologists",3.75,4.25,4.12,3.75,4.12,1,1.38,1,3.5,4,3.38,2,2.12,3,2.88,4,2.75,1.25,2.12,2.12,3.5,1.75,2.38,4.12,1,3.75,3.5,4.12,4.12,3.38,3.25,1.88,3.25,1.75,4,"Importance"
"404","29-1069.05","Nuclear Medicine Physicians",3.88,4,3.75,3.5,4,1,1.38,1,3.5,3.88,3.5,1.75,2,3,3.12,3.88,2.88,2,2.75,2.25,3.12,1.75,2.88,4.12,1,3.88,3.62,3.75,4.12,3.25,3.12,1.62,3.25,1.88,3.88,"Importance"
"405","29-1069.06","Ophthalmologists",3.62,4.25,3.75,3.88,4.38,1,1.5,1,3.62,3.88,3.25,1.88,2,3.12,2.88,3.75,2.62,2.5,2.62,2.12,3.5,1.62,2.62,4.12,1,3.75,3.75,3.88,4.12,3.12,3.25,1.75,3.62,1.88,3.75,"Importance"
"406","29-1069.07","Pathologists",3.88,4,3.88,3.25,4,1,1.5,1,3.25,3.62,3.25,2.62,2.75,3.12,2.62,3.38,2.62,1.5,2.25,1.62,2.75,2,2.62,4,1,3.88,2.88,3.25,4,3.25,3.12,1.88,3.12,1.88,4,"Importance"
"407","29-1069.08","Physical Medicine and Rehabilitation Physicians",3.62,4,3.75,3.75,4.12,1,1.25,1,3.62,3.88,3.12,1.88,2,3,2.88,3.75,2.62,1.88,2.12,2.12,3.25,1.75,2.62,4,1,3.25,3.62,4,4,3,3.25,2,3.5,1.88,3.75,"Importance"
"408","29-1069.09","Preventive Medicine Physicians",4,4,3.75,3.5,4.25,1,1.12,1,3.5,4.12,3.38,2.12,2.25,3.5,3.25,3.75,3.25,1.62,1.88,2.5,3.38,1.62,2.12,4.25,1,3.62,3.62,3.75,4.12,3.25,3.38,1.62,3.38,1,3.5,"Importance"
"409","29-1069.10","Radiologists",3.62,4.12,3.88,3.12,4.12,1,1.38,1,3.62,4,3.38,2,2.25,3.25,2.75,3.88,2.75,2.5,3.38,1.38,3,1.62,2.75,4.12,1,3.5,3.38,3.75,4,3.12,2.88,1.75,3.5,1.88,4.25,"Importance"
"410","29-1069.11","Sports Medicine Physicians",3.88,4.38,3.88,3.62,4.25,1,1.5,1,3.75,4.12,3.62,1.88,2,3.12,2.5,4.12,3,2.5,2.88,2,3.5,1.88,2.62,4.5,1,3.25,3.75,3.88,4,3.38,3.62,1.88,3.75,2,3.75,"Importance"
"411","29-1069.12","Urologists",3.5,4.25,4,3.25,4.12,1,1.62,1,3.12,4.25,3,2,1.88,3,2.5,3.75,2.88,2.25,2.88,1,2.88,1.5,2.62,4.25,1,3.88,3.25,3.5,3.75,3.5,3.25,1.38,3.5,2,4.25,"Importance"
"412","29-1071.00","Physician Assistants",3.62,4.12,3.75,3.38,4.12,1,1.12,1,3,3.88,3.12,1.75,1.75,2.88,2.75,3.75,2.88,1.25,2.25,2.62,3.12,1.5,2.5,4.12,1,3.5,4,4,4.12,3.25,3.25,1.75,3.12,1.88,3.62,"Importance"
"413","29-1071.01","Anesthesiologist Assistants",3.5,4,3.12,3.12,3.62,2.25,2.38,1.25,2.75,3.62,2.88,1.75,2.12,2.62,2.88,3.75,2.38,3,3.38,1.38,2.5,1.38,2.88,3.75,2,3,3.25,3.12,3.62,2.75,2.75,1.75,3.38,2.5,3.12,"Importance"
"414","29-1081.00","Podiatrists",3.75,4,3.62,3.5,4,1,2,1,3.12,3.75,3.12,2.25,2.25,3.12,2.75,3.5,2.88,2.38,2.38,2.5,3,1.62,2.25,4,1,3.62,3.38,3.62,4,3,2.75,2.12,3.12,2,3.62,"Importance"
"415","29-1122.00","Occupational Therapists",3.88,4,3.38,3.75,4,1,1.38,1,3.75,4,3.5,2,2,3,2.12,4.12,3,1.5,2.25,3.38,3.38,1.62,2.12,4,1,2.88,4.12,4,4,3.12,3.12,2,3.75,1.88,3.88,"Importance"
"416","29-1122.01","Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.62,4,3.12,3.12,3.25,1,1.12,1,3.5,3.38,3.62,1.38,1.88,2.88,2.38,3.75,3,2,2.5,1.12,3.12,1.38,1.5,3.62,1,2.12,3.75,3.75,3.88,3,2.88,2,3.12,1,3.75,"Importance"
"417","29-1123.00","Physical Therapists",3.25,3.88,3.38,3.38,4,1.12,1.75,1,3.12,3.5,3.12,1.75,1.88,3,2.38,3.88,2.75,1.88,2.12,3,3,1.5,2.25,4.12,1.12,3.12,3.88,3.88,4,3.12,3,1.88,3.5,1.88,3.75,"Importance"
"418","29-1124.00","Radiation Therapists",3,3.75,3.12,3.25,3.5,2.75,2.62,1,3,2.88,2.88,2,2.12,2.88,2.75,3.25,2.62,3.12,3.38,2.62,2.62,1.75,2.88,3.75,2.25,2.75,3.25,3.38,3.25,2.62,2.62,1.88,3.12,2.88,3.12,"Importance"
"419","29-1125.00","Recreational Therapists",3.25,4.12,3.5,3.75,3.62,1,1.25,1,3.5,3.38,3,1.62,1.88,3.25,2.25,3.25,3.12,1.88,2.12,2.75,3.12,1.38,1.62,3.62,1,2.75,3.88,3.88,4.12,2.62,2.62,1.75,3.38,1.62,3.5,"Importance"
"420","29-1125.01","Art Therapists",3.5,4,3.25,3.38,3.88,1,1.75,1,3.25,3.88,3.12,1.25,1.5,2.88,2.12,3.5,3.25,1.25,1.62,2.25,3.38,1.5,1.5,3.75,1,2.25,3.75,4.25,4,3.12,3,1.88,3.12,1,3.62,"Importance"
"421","29-1125.02","Music Therapists",3.38,4,3.38,3.25,3.88,1,1.5,1,3.38,3.5,3.62,1.75,2,2.62,1.88,3.5,3,1.12,2.12,1.62,3.25,1.38,1.88,3.88,1,1.62,3.88,4.25,3.88,3.38,3.12,1.75,3.25,1.62,3.38,"Importance"
